iter	F1	Logloss
134	0.5046161322	0.4064996748
135	0.504981774	0.4061467981
136	0.5053501946	0.4057979864
137	0.5054704595	0.4054709484
138	0.5057135911	0.4053856143
139	0.5055346065	0.4052861115
140	0.5055346065	0.4052702702
141	0.5055961071	0.40512344
142	0.5061472915	0.4048651558
143	0.5065693431	0.4046823448
144	0.5063260341	0.4046418789
145	0.5059625213	0.4043644728
146	0.5068192888	0.4039463218
147	0.5068776628	0.4036751903
148	0.5068159688	0.4035519811
149	0.5070010958	0.4033854913
150	0.5066958851	0.4032934359
151	0.506630977	0.4030218724
152	0.5069976877	0.4027730235
153	0.5069326198	0.4026592972
154	0.5074191194	0.4023545864
155	0.5077241212	0.4021604788
156	0.5079017749	0.4020094087
157	0.5080870728	0.4018345716
158	0.5085116732	0.4015082025
159	0.5087591241	0.4013288469
160	0.5089980545	0.4011542391
161	0.5086887836	0.4010007852
162	0.5089980545	0.4008862992
163	0.5090599538	0.4006143059
164	0.5092412451	0.4004078964
165	0.5093077017	0.4003390585
166	0.5094890511	0.4002591229
167	0.510276055	0.4001676272
168	0.5110624848	0.3997388157
169	0.5120972644	0.3994034121
170	0.5119785966	0.3993546576
171	0.5122158746	0.3992172595
172	0.5130012151	0.3991029385
173	0.5129948992	0.3989670871
174	0.5129948992	0.3989505416
175	0.5130572088	0.3988305527
176	0.5133001336	0.398745219
177	0.5133001336	0.3987287448
178	0.5133001336	0.3986308174
179	0.5130012151	0.3985528003
180	0.5129451805	0.3984879816
181	0.5128267477	0.3984013221
182	0.513618677	0.3980982314
183	0.5133195475	0.3977580965
184	0.5133819951	0.3976447764
185	0.5133819951	0.397637784
186	0.5139311352	0.3973632006
187	0.513576038	0.3972179304
188	0.5136944614	0.397185149
189	0.5147864184	0.396994749
190	0.5152105135	0.3969080822
191	0.5150225033	0.3966936561
192	0.5148418491	0.3966363559
193	0.5148346304	0.3966159966
194	0.5150151976	0.3965082175
195	0.5149044896	0.3964041479
196	0.5159328631	0.3962594175
197	0.515995621	0.3960803754
198	0.5166545101	0.3957182046
199	0.516536965	0.3956441324
200	0.5165997811	0.3952961569
201	0.5168976416	0.3951557962
202	0.517618469	0.3950856917
203	0.5176813708	0.3948433592
204	0.5175641181	0.3948034511
205	0.5179873602	0.3944415364
206	0.5176813708	0.3943962852
207	0.5184104995	0.394258352
208	0.5173210162	0.3938883964
209	0.5177529183	0.3936906341
210	0.5191303292	0.3934915763
211	0.519067282	0.3933806363
212	0.5191840699	0.3933334965
213	0.5191933916	0.3932093934
214	0.5199222546	0.3931002929
215	0.5199222546	0.3930187114
216	0.5201020284	0.3928420191
217	0.5207143725	0.3925089258
218	0.5216757741	0.3923976542
219	0.5214329083	0.3922463129
220	0.5222667152	0.3921633525
221	0.5225203351	0.39190588
222	0.5225728155	0.3917063365
223	0.5228678879	0.3914186484
224	0.5228678879	0.3913334671
225	0.5231739869	0.3911653048
226	0.5230694512	0.391062193
227	0.523659306	0.39097629
228	0.5228266149	0.3907464971
229	0.5227742014	0.3904539792
230	0.5225947522	0.3903638065
231	0.5227217497	0.390067681
232	0.523132969	0.3899642069
233	0.5227742014	0.389863229
234	0.522953607	0.3896395261
235	0.522953607	0.3895219513
236	0.5228901032	0.3893772724
237	0.5237979602	0.3891263014
238	0.5238095238	0.3890291724
239	0.5241044323	0.3889096019
240	0.5245901639	0.3888412168
241	0.5244109789	0.3886342191
242	0.5242317503	0.3884785166
243	0.5245901639	0.388394801
244	0.5246538742	0.3882324216
245	0.525791965	0.3880845632
246	0.5259070501	0.3878748426
247	0.5262135922	0.3877895147
248	0.5262902247	0.3876902252
249	0.5269925998	0.3875798622
250	0.5272352299	0.3874162497
251	0.5270565397	0.3872540655
252	0.5273631841	0.3868953648
253	0.527885548	0.3866421367
254	0.527349909	0.386377726
255	0.5277710405	0.3862552728
256	0.5275924803	0.3860862119
257	0.5277845183	0.3857402191
258	0.5277204901	0.3856172665
259	0.5281416788	0.3854043391
260	0.5283339401	0.3852899836
261	0.5287551565	0.3850769777
262	0.5288053366	0.3849899964
263	0.5288834951	0.3847352262
264	0.5283476994	0.3845152677
265	0.5281690141	0.3844121927
266	0.5286043969	0.3841815676
267	0.5287049399	0.3839023712
268	0.5292046145	0.3836028369
269	0.5293189268	0.3835215123
270	0.5294474803	0.3834014696
271	0.5299830056	0.3831712594
272	0.5299830056	0.3831068554
273	0.5300473473	0.3830640367
274	0.53076083	0.3829798764
275	0.5310185747	0.3828885724
276	0.5310185747	0.3828493956
277	0.5311968924	0.3826714199
278	0.53108305	0.3825607165
279	0.531246208	0.382383031
280	0.5315041884	0.3822256697
281	0.5316332726	0.3820931375
282	0.5317624195	0.3818999312
283	0.5319407335	0.3818413527
284	0.5319407335	0.3818006665
285	0.5316332726	0.3816290611
286	0.5321190043	0.3813597364
287	0.5328963341	0.3812352846
288	0.5328963341	0.3809340503
289	0.5333818888	0.3808836222
290	0.5334951456	0.3806381127
291	0.5334951456	0.3805956469
292	0.5333009827	0.3803782741
293	0.5335436128	0.3801130328
294	0.5335436128	0.3800722576
295	0.5334951456	0.3798062709
296	0.533851007	0.3796209225
297	0.5342715031	0.3794448934
298	0.5342066958	0.3793146652
299	0.5336246662	0.3792417373
300	0.5340453939	0.3790537047
301	0.5339157869	0.3789731951
302	0.5341102209	0.3788790182
303	0.5343529983	0.378762361
304	0.5342881418	0.3786846945
305	0.5343529983	0.3786682248
306	0.5363074312	0.3784416734
307	0.5361299709	0.3783809786
308	0.5363074312	0.3782018165
309	0.536969697	0.3781349222
310	0.5367745062	0.3779271653
311	0.5370168424	0.3777389012
312	0.5376969697	0.3775762587
313	0.5387596899	0.3772342097
314	0.5387596899	0.3770549956
315	0.539067232	0.3769031996
316	0.539067232	0.3768196611
317	0.538890235	0.3765766307
318	0.5391788785	0.3763279389
319	0.5391788785	0.3762723097
320	0.5400823444	0.3760875929
321	0.5403636364	0.3759509377
322	0.5404946654	0.3758615952
323	0.5412021328	0.37567673
324	0.5409597673	0.3755734078
325	0.5409597673	0.3755605681
326	0.5412932914	0.3755047784
327	0.5414900061	0.3752944206
328	0.5419495635	0.3752105823
329	0.5417930365	0.3751376685
330	0.5420356666	0.3749727672
331	0.5418587721	0.374886402
332	0.5415959253	0.3747593705
333	0.5417930365	0.374691237
334	0.5417930365	0.3746399912
335	0.5421263183	0.3745915625
336	0.5421920466	0.3744515694
337	0.5421467556	0.3742007003
338	0.5425003031	0.374157109
339	0.5426770126	0.3739896444
340	0.5426770126	0.3738468652
341	0.5433385865	0.3736191182
342	0.5434044617	0.3735971558
343	0.5434044617	0.373536049
344	0.5436916737	0.3734739683
345	0.5431619787	0.3732537007
346	0.5430061871	0.3730674029
347	0.5434703529	0.3728686603
348	0.544	0.3727111143
349	0.5438894277	0.3725201421
350	0.5437575758	0.3723581284
351	0.5447715982	0.3720882722
352	0.5445952496	0.3720342815
353	0.5445952496	0.3720140587
354	0.5452784504	0.3718710854
355	0.5459610028	0.3717564655
356	0.5460709529	0.3715352015
357	0.5467974331	0.3713267874
358	0.5473022018	0.3712095587
359	0.547016822	0.3711087074
360	0.5465327363	0.3710410369
361	0.5462469734	0.3709786277
362	0.5463792686	0.3709353007
363	0.5469733656	0.3707670825
364	0.5467974331	0.3706904451
365	0.5471058368	0.3706233409
366	0.5476334584	0.3704645321
367	0.5476334584	0.3703387754
368	0.5479651163	0.3700954789
369	0.5483401987	0.3700556778
370	0.5496368039	0.3698922697
371	0.5498123714	0.3696787594
372	0.5500544728	0.3695684574
373	0.550338819	0.3695098699
374	0.5508648845	0.3693588228
375	0.5513487359	0.3691679638
376	0.5512820513	0.3691320706
377	0.5504476167	0.368960665
378	0.5505808325	0.3688233867
379	0.550338819	0.3687932455
380	0.5508228461	0.3687672
381	0.5508228461	0.3686379288
382	0.5507562008	0.3685616261
383	0.5508228461	0.3684636133
384	0.5512401694	0.368223291
385	0.5511982571	0.3679753997
386	0.5515488867	0.3679498401
387	0.5520077407	0.3677362429
388	0.552666586	0.3675608302
389	0.5529753266	0.3673873616
390	0.5532326284	0.3671784431
391	0.5533663725	0.3671166048
392	0.5535412134	0.3670460027
393	0.5535412134	0.3669204769
394	0.5543740938	0.3667305243
395	0.5545487495	0.3666467245
396	0.5542401546	0.3664389246
397	0.5546157564	0.3661842426
398	0.5544817589	0.3660740937
399	0.5551799082	0.3657801205
400	0.5552873008	0.3657407014
401	0.5556360126	0.3657290837
402	0.5557432432	0.3656166114
403	0.5558773835	0.3653607087
404	0.5558103053	0.3652964714
405	0.5562530179	0.3652269508
406	0.5566014965	0.3651624529
407	0.5570170146	0.3649083411
408	0.5569498069	0.3648696495
409	0.5567482813	0.3647573698
410	0.5570963463	0.3646441462
411	0.5572307321	0.3645951831
412	0.5574047274	0.3643901885
413	0.5580890337	0.3641879009
414	0.5582237239	0.3639470369
415	0.5578362714	0.3638321603
416	0.5575947839	0.3636631279
417	0.5576342788	0.3634547782
418	0.557982382	0.3633969111
419	0.557982382	0.3633036474
420	0.5588803089	0.3629666599
421	0.5593342981	0.3629037015
422	0.5595080188	0.3627680998
423	0.5592668516	0.362632951
424	0.5592668516	0.3625341218
425	0.5594405594	0.3624921
426	0.5595467695	0.3624017508
427	0.5605878102	0.3623169781
428	0.5603759942	0.3621863177
429	0.5608962776	0.3620419827
430	0.5609638554	0.3619634871
431	0.5608580381	0.3617041365
432	0.5596816976	0.3615702213
433	0.5602315206	0.361383983
434	0.5610314496	0.361254225
435	0.5612724425	0.3611075298
436	0.5612724425	0.3610319939
437	0.5609256358	0.3609799641
438	0.5610314496	0.3608318012
439	0.5608580381	0.3607099121
440	0.5608580381	0.3603964729
441	0.5618898397	0.3601381866
442	0.5620631477	0.3601245882
443	0.563237774	0.3599171481
444	0.563064691	0.3597548654
445	0.5631699386	0.3594847993
446	0.5624096386	0.359322223
447	0.5625451916	0.3591586107
448	0.562236414	0.3590704304
449	0.5629290618	0.3589356035
450	0.5628987601	0.3587755416
451	0.5631699386	0.3587406558
452	0.563373494	0.3586060154
453	0.5628915663	0.3585142829
454	0.5635771966	0.3583088764
455	0.5635092793	0.3582151894
456	0.5639541893	0.3580575374
457	0.5644733671	0.357971884
458	0.5646463429	0.3577824484
459	0.5638182476	0.3575621973
460	0.5638862102	0.3574453074
461	0.5643003495	0.3573553023
462	0.5649554109	0.3572256254
463	0.5651283287	0.3571640677
464	0.5654740393	0.3570728058
465	0.5655787065	0.3569905911
466	0.5660649819	0.3568702795
467	0.5664461816	0.3567055782
468	0.5664461816	0.3566797694
469	0.5660286505	0.3566057524
470	0.5659241421	0.3565570222
471	0.5655787065	0.3564846919
472	0.5658877379	0.356312749
473	0.5661286437	0.3562312376
474	0.5664739884	0.3561992764
475	0.566955684	0.3559994287
476	0.5668874172	0.3559645543
477	0.5668191669	0.3558123613
478	0.5677496992	0.3556788076
479	0.5681954978	0.3555833382
480	0.5684362586	0.3555083408
481	0.5681954978	0.3553758467
482	0.5679874744	0.3552322166
483	0.5681599229	0.3551561275
484	0.5682639056	0.3549047229
485	0.5685046954	0.3546920281
486	0.5689177802	0.3546225085
487	0.5692622458	0.354474571
488	0.5693307655	0.3544095425
489	0.569158541	0.3543350501
490	0.5697436515	0.3541858798
491	0.5698471905	0.3540657897
492	0.5700878354	0.3539035492
493	0.5701912667	0.3537659051
494	0.5704318537	0.3536300044
495	0.5699506797	0.3534575868
496	0.5715659176	0.3533031348
497	0.5716688694	0.3532210088
498	0.5724585436	0.3531320069
499	0.5729041557	0.3529988543
